ticker,company,country
MF,Missfresh Limited,China
TIRX,TIAN RUIXIANG Holdings Ltd,China
ZH,Zhihu Inc.,China
LIZI,LIZHI INC.,China
AACG,ATA Creativity Global,China
WEI,Weidai Ltd.,China
MKD,Molecular Data Inc.,China
WNW,Meiwu Technology Company Limite,China
ZLAB,Zai Lab Limited,China
UTME,UTime Limited,China
FAMI,"Farmmi, Inc. Ordinary Shares",China
JG,Aurora Mobile Limited,China
YJ,Yunji Inc. - American Depositor,China
BHAT,Blue Hat Interactive Entertainm,China
CANG,Cango Inc.,China
MOXC,Moxian (BVI) Inc,China
SEED,Origin Agritech Limited,China
VIOT,"Viomi Technology Co., Ltd",China
ANPC,"AnPac Bio-Medical Science Co.,",China
CBAT,"CBAK Energy Technology, Inc.",China
NCTY,The9 Limited - American Deposit,China
YGMZ,MingZhu Logistics Holdings Limi,China
MPNGY,MEITUAN,China
WDH,Waterdrop Inc.,China
YI,"111, Inc.",China
DUO,Fangdd Network Group Ltd.,China
ZTO,ZTO Express (Cayman) Inc.,China
ZKIN,"ZK International Group Co., Ltd",China
TANH,Tantech Holdings Ltd.,China
MPNGF,MEITUAN,China
EZGO,EZGO Technologies Ltd.,China
DDL,Dingdong (Cayman) Limited,China
ITP,"IT Tech Packaging, Inc.",China
EVK,"Ever-Glory International Group,",China
BNR,Burning Rock Biotech Limited,China
DTSS,Datasea Inc.,China
MOGU,MOGU Inc.,China
NISN,NiSun Intl Enterprise Developme,China
TUYA,Tuya Inc.,China
CGSHY,COUNTRY GARDEN SVCS HLDGS CO LT,China
BABAF,ALIBABA GROUP HOLDING LTD,China
QTT,Qutoutiao Inc.,China
CASI,"CASI Pharmaceuticals, Inc.",China
RERE,ATRenew Inc.,China
TAOP,Taoping Inc.,China
TYHT,"Shineco, Inc.",China
UK,Ucommune International Ltd,China
FHS,First High-School Education Gro,China
BZ,KANZHUN LIMITED - American Depo,China
IFBD,"Infobird Co., Ltd",China
WXXWY,WUXI BIOLOGICS (CAYMAN) INC UNS,China
BON,Bon Natural Life Limited,China
AIHS,Senmiao Technology Limited,China
EGRNF,CHINA EVERGRANDE GROUP,China
QK,Q&K International Group Limited,China
CPHI,"China Pharma Holdings, Inc.",China
HX,Xiaobai Maimai Inc.,China
SXTC,"China SXT Pharmaceuticals, Inc.",China
EJH,E-Home Household Service Holdin,China
KBSF,KBS Fashion Group Limited,China
BAOS,Baosheng Media Group Holdings L,China
CTK,CooTek (Cayman) Inc.,China
MOHO,ECMOHO Limited,China
STG,Sunlands Technology Group,China
REDU,RISE Education Cayman Ltd,China
KUASF,KUAISHOU TECHNOLOGY,China
KXIN,Kaixin Auto Holdings,China
TGGI,TRANS GLOBAL GROUP INC,China
ANTE,AirNet Technology Inc.,China
HGYN,HONG YUAN HOLDING GROUP,China
JRJC,China Finance Online Co. Limite,China
HUIZ,Huize Holding Limited,China
GRCL,Gracell Biotechnologies Inc.,China
DOGZ,Dogness (International) Corpora,China
XNYIF,XINYI SOLAR HOLDINGS LIMITED,China
PETZ,"TDH Holdings, Inc.",China
JFIN,Jiayin Group Inc.,China
JDCMF,JD.COM INC,China
JFU,9F Inc.,China
QH,Quhuo Limited - American Deposi,China
EM,Smart Share Global Limited,China
JWEL,Jowell Global Ltd.,China
BLCT,BlueCity Holdings Limited,China
SY,So-Young International Inc. - A,China
SHI,SINOPEC Shangai Petrochemical C,China
CIMEF,CIMC ENRIC HOLDINGS LIMITED,China
OG,Onion Global Limited,China
BEDU,Bright Scholar Education Holdin,China
CNICF,CHINA INTL CAPITAL CORPORATION,China
CD,Chindata Group Holdings Limited,China
GURE,"Gulf Resources, Inc.",China
FEDU,Four Seasons Education (Cayman),China
HAPP,Happiness Development Group Lim,China
TC,TuanChe Limited,China
PHCF,Puhui Wealth Investment Managem,China
NETTF,NETEASE INC,China
HUDI,"Huadi International Group Co.,",China
EDTK,Skillful Craftsman Education Te,China
PT,Pintec Technology Holdings Limi,China
KRKR,36Kr Holdings Inc.,China
CNEY,CN Energy Group Inc.,China
XYF,X Financial,China
DRGV,DRAGON CAPITAL GROUP CORPORATIO,China
LLL,JX Luxventure Limited,China
SISI,"Shineco, Inc.",China
ZGYH,Yunhong International,China
BAIDF,BAIDU INC,China
SECO,Secoo Holding Limited,China
CJJD,"China Jo-Jo Drugstores, Inc.",China
RETO,"ReTo Eco-Solutions, Inc.",China
ZCMD,Zhongchao Inc.,China
PME,Pingtan Marine Enterprise Ltd.,China
SJ,Scienjoy Holding Corporation,China
BQ,Boqii Holding Limited,China
PLIN,"China Xiangtai Food Co., Ltd.",China
DXF,Dunxin Financial Holdings Limit,China
KUKE,Kuke Music Holding Limited,China
HSHCY,HAIER SMART HOME CO LTD UNSPON,China
JT,Jianpu Technology Inc.,China
ADAG,Adagene Inc.,China
BMCLF,BAIC MOTOR CORPORATION LIMITED,China
WUXAY,WUXI APPTEC CO LTD UNSPON ADS E,China
YZCAY,YANKUANG ENERGY GROUP COMPANY L,China
CHWRF,CHINA TOWER CORP LTD,China
HGSH,"China HGS Real Estate, Inc.",China
MHUA,Meihua International Medical Te,China
CGA,"China Green Agriculture, Inc.",China
AHG,Akso Health Group,China
CEA,China Eastern Airlines Corporat,China
XIACY,XIAOMI CORPORATION UNSPON ADS E,China
SDH,"Global Internet of People, Inc.",China
GRCY,Greencity Acquisition Corporati,China
OST,"Ostin Technology Group Co., Ltd",China
GNNSF,GENSCRIPT BIOTECH CORPORATION,China
LXEH,"Lixiang Education Holding Co.,",China
LBTI,LITHIUM AND BORON TECHNOLOGY IN,China
DIDIY,DiDi Global Inc.,China
GGE,Green Giant Inc.,China
GSUN,Golden Sun Education Group Limi,China
N/A,Nano Labs Ltd,China
FFHL,"Fuwei Films (Holdings) Co., Ltd",China
WETG,WeTrade Group Inc.,China
PPCCF,PICC PROPERTY & CASUALTY CO,China
CNF,CNFinance Holdings Limited,China
NAAS,Naas Technology Inc.,China
GEHI,"Gravitas Education Holdings, In",China
JZ,Jianzhi Education Technology Gr,China
ATXG,Addentax Group Corp.,China
EPOW,"Sunrise New Energy Co., Ltd",China
HOLO,MicroCloud Hologram Inc.,China
GNENY,GANFENG LITHIUM GROUP CO LTD UN,China
ATAT,Atour Lifestyle Holdings Limite,China
THCH,TH International Limited,China
SNPTY,CHINA PETROLEUM & CHEMICAL CORP,China
FLJ,FLJ Group Limited,China
YZCHF,YANKUANG ENERGY GROUP COMPANY L,China
MLGO,"MicroAlgo, Inc.",China
RAYA,Erayak Power Solution Group Inc,China
LANV,Lanvin Group Holdings Limited,China
HUNGF,HUANENG POWER INTERNATIONAL INC,China
MMV,MultiMetaVerse Holdings Limited,China
CHFLF,CHINA FEIHE LTD,China
NWWCF,NEW CHINA LIFE INSURANCE CO LTD,China
LICN,Lichen China Limited,China
HSAI,Hesai Group,China
AIXI,XIAO-I Corporation,China
YS,"YS Biopharma Co., Ltd.",China
TYCMY,TINGYI(CAYMAN ISLANDS)HLDG CORP,China
SFWL,Shengfeng Development Limited,China
IZM,ICZOOM Group Inc.,China
ACHHY,ALUMINUM CORP OF CHINA(CHALCO),China
CHSN,Chanson International Holding,China
UCAR,U Power Limited,China
JYD,Jayud Global Logistics Limited,China
TCJH,Top KingWin Ltd,China
JXJT,JX Luxventure Limited,China
HLP,Hongli Group Inc.,China
YGF,YanGuFang International Group C,China
ZJYL,JIN MEDICAL INTERNATIONAL LTD.,China
CEAYY,CHINA EASTERN AIRLINES CORP ADR,China
QLI,Qilian International Holding Gr,China
ECX,ECARX Holdings Inc.,China
RTC,Baijiayun Group Ltd - Class,China
SDA,SunCar Technology Group Inc.,China
QSG,QuantaSing Group Limited,China
SNTMF,SENSETIME GRP INC,China
CJET,"Chijet Motor Company, Inc.",China
HKIT,Hitek Global Inc.,China
WXIBF,WUXI BIOLOGICS (CAYMAN) INC,China
SVMB,SAVMOBI TECHNOLOGY INC,China
