ticker,company,country
LYSDY,LYNAS RARE EARTHS LTD SPON ADR,Australia
LYSCF,LYNAS RARE EARTHS LTD,Australia
INCZY,INCITEC PIVOT SPON ADR EACH REP,Australia
TTRAF,TELSTRA GROUP LIMITED,Australia
SOUHY,SOUTH32 LTD SPON ADR EA REPR 5,Australia
SMSMY,SIMS LTD SPON ADR EA REP 1 ORD,Australia
SEEMF,SEEING MACHINES LD,Australia
RMLRF,RAMELIUS RESOURCES,Australia
MDSMF,TEN SIXTY FOUR LTD,Australia
COGZF,COGSTATE,Australia
MHTZF,MANHATTAN CORPORATION LIMITED,Australia
OROCF,ALLKEM LTD,Australia
RGRNF,REGIS RESOURCES LTD,Australia
NOURF,NORTHERN MINERALS,Australia
NCMGF,NEWCREST MINING,Australia
SHTLF,SOUTH32 LTD,Australia
MAYNF,MAYNE PHARMA GROUP LIMITED,Australia
MCRZF,MINCOR RESOURCES NL,Australia
MRVGF,MIRVAC GROUP,Australia
POTTF,BUDDY TECHNOLOGIES LTD,Australia
RDRUY,NEOMETALS LTD SPON ADR EACH REP,Australia
NURPF,NEUREN PHARMACEUTICALS LTD,Australia
RRSSF,NEOMETALS LTD,Australia
NESRF,NORTHERN STAR RESOURCES LTD,Australia
PGNYF,HARTSHEAD RESOURCES NL,Australia
TASEF,TASMAN RESOURCES LTD,Australia
TAPOF,TAP OIL LTD,Australia
PANRF,PANORAMIC RESOURCES LIMITED,Australia
PENMF,PENINSULA ENERGY LIMITED,Australia
PTNUF,PLATINA RESOURCES LIMITED,Australia
RMGGF,RESOLUTE MINING,Australia
SILXF,SILEX SYSTEMS,Australia
SPHRY,STARPHARMA HOLDINGS LIMITED SPO,Australia
STKAF,STOCKLAND,Australia
TRAUF,TRANSURBAN GROUP,Australia
VTMLF,VENTURE MINERALS LTD,Australia
WECFF,WHITE ENERGY COMPANY LIMITED,Australia
STBMF,ST BARBARA LIMITED,Australia
CHEOY,COCHLEAR LTD UNSP ADR EACH REP,Australia
PALAF,PALADIN ENERGY LIMITED,Australia
MALRY,MINERAL RESOURCES LTD UNSP ADR,Australia
MARXF,ELEVATE URANIUM LTD,Australia
ATHE,Alterity Therapeutics Limited,Australia
LLKKF,LAKE RESOURCES NL,Australia
PILBF,PILBARA MINERALS LIMITED,Australia
EEENF,88 ENERGY LIMITED,Australia
GENE,Genetic Technologies Ltd,Australia
IMMP,Immutep Limited,Australia
NVNXF,NOVONIX LIMITED,Australia
AFTPF,AFTERPAY LTD,Australia
AFTPY,AFTERPAY LTD SPONS ADS ECH REP,Australia
ALLIF,ATLANTIC LITHIUM LIMITED,Australia
NICMF,NICKEL INDUSTRIES LTD,Australia
LPDNF,LEPIDICO LTD,Australia
BRYYF,AMANI GOLD LTD,Australia
DYLLF,DEEP YELLOW LIMITED,Australia
PBTHF,POINTSBET HOLDINGS LTD,Australia
SYAXF,SAYONA MINING LIMITED,Australia
IMRN,Immuron Limited,Australia
GMGMF,GRAPHENE MANUFACTURING GROUP LT,Australia
WBK,Westpac Banking Corporation,Australia
SRHYY,SYRAH RESOURCES LIMITED SPON AD,Australia
AHI,Advanced Health Intelligence Lt,Australia
BRCHF,BRAINCHIP HOLDINGS,Australia
IREN,Iris Energy Limited,Australia
IUGNF,IMUGENE LIMITED,Australia
BQSSF,BOSS ENERGY LTD,Australia
ZIZTF,ZIP CO LTD,Australia
JRVMF,JERVOIS GLOBAL LTD,Australia
DCFC,Tritium DCFC Limited,Australia
NVX,NOVONIX Limited - American Depo,Australia
CXOXF,CORE LITHIUM LTD,Australia
IXHL,Incannex Healthcare Limited,Australia
PPCB,PROPANC BIOPHARMA INC,Australia
LCFY,Locafy Limited,Australia
GSCCF,IONEER LTD,Australia
WDS,Woodside Energy Group Limited,Australia
KZIA,Kazia Therapeutics Limited,Australia
TTTNF,TITAN MINERALS LTD,Australia
IONR,ioneer Ltd,Australia
RDBBY,REDBUBBLE LTD SPON ADS EACH REP,Australia
RDBBF,REDBUBBLE LTD,Australia
IVCTF,INVICTUS ENERGY LTD,Australia
