ticker,company,country
EDPFY,EDP-ENERGIAS DE PORTUGAL SA SPO,Portugal
JRONY,JERONIMO MARTINS SGPS UNSP ADR,Portugal
GLPEY,GALP ENERGIA SGPS SA UNSP ADR E,Portugal
BPCGF,BANCO COMERCIAL PORTUGUES S.A.,Portugal
