name,value
Postive (>0%),52wklchg_up
Negative (<0%),52wklchg_d
0% to 5%,52wklchg_up_0_5
0% to 10%,52wklchg_up_0_10
10% to 50%,52wklchg_up_10_50
50% to 100%,52wklchg_up_50_100
Under +25%,52wklchg_u_25
Under +50%,52wklchg_u_50
Under +100%,52wklchg_u_100
Over +50%,52wklchg_o_50
Over +100%,52wklchg_o_100
0% to -5%,52wklchg_down_0_5
0% to -10%,52wklchg_d_0_10
-10% to -50%,52wklchg_d_10_50
-50% to -100%,52wklchg_d_50_100
